word,noun,verb,adjective,adverb,auxiliary,compositions,conjunctions,determiners,existential_determiners,modifiers,negative_quantifiers,prepositions,universal_determiners,possessive_determiners,pronouns,frequency,review_count,avg_sentiment,confident,resolved_word,normalized_sentiment,sentiment_strength,open_class,closed_class,pos_count,word_length,log_frequency,frequency_rank,cluster,pc1,pc2
works,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1039,1003,0.4244647738209812,1,works,0.10278786824413683,0.10278786824413683,True,False,2,5,6.946975992135418,183.5,0,3.3387735164940247,-0.007673166274075712
conversation,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1028,909,0.3064179961089496,1,conversation,-0.015258909467894766,0.015258909467894766,True,False,1,12,6.9363427358340495,185.0,0,2.3036695611743294,0.9588504077423984
giving,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1026,970,0.3076276803118904,1,giving,-0.014049225264953946,0.014049225264953946,True,False,3,6,6.934397209928558,186.0,0,3.7010492868527387,-0.4272385645377433
right,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1017,954,0.3135662733529992,1,right,-0.008110632223845171,0.008110632223845171,True,False,4,5,6.925595197110468,188.0,0,4.183440145295741,-0.9359737721748169
first,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1011,963,0.3347522255192883,1,first,0.01307531994244393,0.01307531994244393,True,False,3,5,6.919683849847411,189.0,0,3.8121546425461754,-0.43194120978986666
create,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1010,925,0.4437382178217818,1,create,0.12206131224493744,0.12206131224493744,True,False,1,6,6.918695219020472,190.0,0,2.821373004501048,0.5276130444115789
keep,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1007,970,0.3764797418073485,1,keep,0.05480283623050414,0.05480283623050414,True,False,2,4,6.915723448631314,191.0,0,3.498609562723814,-0.06227939165990357
fix,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,998,948,0.113521643286573,1,fix,-0.20815526229027137,0.20815526229027137,True,False,2,3,6.906754778648554,192.0,0,3.300795334814956,-1.261179808046908
them,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,996,913,0.3248401606425705,1,them,0.0031632550657261227,0.0031632550657261227,False,True,1,4,6.904750769961838,193.0,0,3.1981671472468665,0.42541574373539226
times,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,987,939,0.1146479229989866,1,times,-0.20702898257785776,0.20702898257785776,True,False,2,5,6.895682697747868,194.5,0,3.0750460664286012,-1.0998321705249974
long,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,987,928,0.2568837892603855,1,long,-0.06479311631645884,0.06479311631645884,True,False,3,4,6.895682697747868,194.5,0,3.8103103704825174,-0.8587823698796658
us,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,976,851,0.4497669057377055,1,us,0.12809000016086114,0.12809000016086114,False,True,1,2,6.884486652042782,196.0,0,3.239629820071347,0.2179993158717845
thanks,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,975,940,0.7489381538461539,1,thanks,0.42726124826930956,0.42726124826930956,True,False,2,6,6.883462586413092,197.0,0,2.752228275526801,-0.06715050825887056
worst,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,968,862,-0.5350271694214882,1,worst,-0.8567040749983326,0.8567040749983326,True,False,4,5,6.876264611890766,198.0,0,2.6122847978158674,-5.604531972545144
into,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,967,920,0.3820186142709416,1,into,0.06034170869409722,0.06034170869409722,False,True,1,4,6.875232087276577,199.0,0,3.10487994630504,0.4023941645542376
feature,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,964,859,0.46040643153527,1,feature,0.13872952595842564,0.13872952595842564,True,False,1,7,6.872128101338986,200.0,0,2.6633163138350535,0.6003893146001578
making,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,963,922,0.3752310488058155,1,making,0.05355414322897112,0.05355414322897112,True,False,2,6,6.871091294610546,201.0,0,3.254879204889586,0.09539669567220142
star,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,948,871,0.1757255274261606,1,star,-0.14595137815068376,0.14595137815068376,True,False,3,4,6.855408798609928,202.0,0,3.641791278079381,-1.3032117040819517
responses,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,939,878,0.4334190628328011,1,responses,0.11174215725595676,0.11174215725595676,True,False,1,9,6.84587987526405,203.0,0,2.4652138431410684,0.7680334725283449
data,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,937,823,0.1699033084311633,1,data,-0.15177359714568106,0.15177359714568106,True,False,1,4,6.843749949006225,204.0,0,2.89480202439426,-0.4051824856182468
update,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,931,831,0.1174554242749731,1,update,-0.20422148130187126,0.20422148130187126,True,False,2,6,6.837332814685591,205.0,0,2.9392844051397615,-1.003750009459346
response,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,921,843,0.2973059717698155,1,response,-0.02437093380702887,0.02437093380702887,True,False,1,8,6.826545223556594,207.0,0,2.6741066873641715,0.6061367435481814
see,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,917,868,0.3606729552889865,1,see,0.038996049712142156,0.038996049712142156,True,False,3,3,6.822197390620491,208.0,0,3.948414276984088,-0.591960563137501
got,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,911,857,0.2234342480790339,1,got,-0.09824265749781047,0.09824265749781047,True,False,1,3,6.815639990074331,209.0,0,3.0889055786163415,-0.1861163397312286
stars,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,903,851,0.4255650055370991,1,stars,0.10388809996025472,0.10388809996025472,True,False,2,5,6.806829360392176,210.0,0,3.265101382746754,1.0312987893338684e-05
feel,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,898,849,0.5531902004454345,1,feel,0.23151329486859018,0.23151329486859018,True,False,2,4,6.80128303447162,211.5,0,3.1990876972207998,-0.13214792487696644
photo,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,896,693,0.2718483258928568,1,photo,-0.04982857968398757,0.04982857968398757,True,False,1,5,6.799055862058796,213.0,0,2.9463045719076986,0.23588188359004042
find,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,892,853,0.4515521300448428,1,find,0.12987522446799843,0.12987522446799843,True,False,2,4,6.794586580876499,214.0,0,3.3338421923590307,-0.08772251317560278
made,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,890,844,0.2915326966292138,1,made,-0.03014420894763059,0.03014420894763059,True,False,3,4,6.792344427470809,215.5,0,3.8197576129383988,-0.6619827518197571
excellent,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,890,852,0.7505323595505623,1,excellent,0.42885545397371794,0.42885545397371794,True,False,1,9,6.792344427470809,215.5,0,2.004561135203281,0.6339420389510372
actually,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,884,828,0.4343186651583716,1,actually,0.11264175958152722,0.11264175958152722,True,False,1,8,6.785587645007929,218.0,0,2.5428355310489135,0.694015050155941
simple,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,878,838,0.254084851936219,1,simple,-0.06759205364062537,0.06759205364062537,True,False,2,6,6.778784897685177,219.0,0,3.1570900593221376,-0.2481189764930616
real,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,877,827,0.4506932725199546,1,real,0.12901636694311025,0.12901636694311025,True,False,3,4,6.777646593635117,220.5,0,3.6905122326523063,-0.5509709385382172
tell,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,877,797,0.2545600912200682,1,tell,-0.06711681435677619,0.06711681435677619,True,False,2,4,6.777646593635117,220.5,0,3.3789557551960328,-0.399889595348855
model,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,866,737,0.3395160508083142,1,model,0.017839145231469844,0.017839145231469844,True,False,3,5,6.7650389767805414,222.0,0,3.724882454075979,-0.42488880768988346
off,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,860,794,0.0950458139534881,1,off,-0.22663109162335626,0.22663109162335626,True,False,2,3,6.7580945044277305,223.0,0,3.1897132034568676,-1.3541473820491539
talk,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,857,786,0.4471684947491253,1,talk,0.12549158917228093,0.12549158917228093,True,False,2,4,6.754604099487962,224.0,0,3.3184898024507863,-0.08342503286492589
keeps,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,855,812,0.1032608187134502,1,keeps,-0.21841608686339414,0.21841608686339414,True,False,2,5,6.752270376141742,225.0,0,2.979428070626178,-1.1540678305690921
able,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,834,788,0.3436637889688249,1,able,0.021986883391980516,0.021986883391980516,True,False,1,4,6.727431724850855,226.0,0,3.081347686466208,0.42757546506374955
text,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,833,686,0.2058929171668667,1,text,-0.11578398840997767,0.11578398840997767,True,False,1,4,6.726233402358747,227.0,0,2.899595939696143,-0.20019695971862644
tried,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,828,780,0.205375966183575,1,tried,-0.11630093939326935,0.11630093939326935,True,False,2,5,6.720220155135295,228.0,0,3.1498330479941443,-0.5901548900100622
having,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,826,804,0.4512368038740917,1,having,0.12955989829724734,0.12955989829724734,True,False,2,6,6.717804695023691,229.5,0,3.0724583941259382,0.07140430988042211
application,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,813,704,0.4274517835178352,1,application,0.10577487794099083,0.10577487794099083,True,False,1,11,6.70196036600254,231.0,0,2.17702094800426,0.9335102450523881
features,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,811,757,0.4917726263871769,1,features,0.17009572081033253,0.17009572081033253,True,False,1,8,6.699500340161678,232.0,0,2.420858207522706,0.6740883421192595
download,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,808,724,0.2562495049504949,1,download,-0.06542740062634944,0.06542740062634944,True,False,2,8,6.695798917058491,233.0,0,2.8968337624212173,-0.07692994108221277
different,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,804,742,0.355137935323383,1,different,0.03346102974653864,0.03346102974653864,True,False,2,9,6.690842277418564,234.0,0,2.85681576395887,0.3462941305835737
needs,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,803,763,0.3645890410958904,1,needs,0.042912135519046046,0.042912135519046046,True,False,3,5,6.6895992691789665,235.0,0,3.652230684465795,-0.43138785336100466
u,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,793,591,0.4369093316519546,1,u,0.11523242607511025,0.11523242607511025,True,False,2,1,6.677083461247136,236.0,0,3.626325040746435,-0.3062850540298493
money,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,789,704,0.0181541191381495,1,money,-0.30352278643869485,0.30352278643869485,True,False,1,5,6.672032945461067,237.0,0,2.4188419333865756,-1.153292646899928
perfect,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,787,761,0.661017280813215,1,perfect,0.3393403752363706,0.3393403752363706,True,False,3,7,6.669498089857879,238.0,0,3.015985771428437,-0.4040741002240658
correct,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,783,730,0.1422103448275861,1,correct,-0.17946656074925826,0.17946656074925826,True,False,2,7,6.664409020350408,239.0,0,2.7839368624687877,-0.7801238346113022
helped,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,771,738,0.5985326848249038,1,helped,0.2768557792480595,0.2768557792480595,True,False,1,6,6.648984550024776,241.0,0,2.4714263319059087,0.4763058716082858
awesome,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,765,743,0.7944532026143788,1,awesome,0.47277629703753443,0.47277629703753443,True,False,1,7,6.641182169740591,242.0,0,2.0894398090957327,0.46917752306518795
users,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,756,683,0.3049645502645502,1,users,-0.016712355312294147,0.016712355312294147,True,False,1,5,6.6293632534374485,244.0,0,2.9195611057426425,0.4280324871469728
absolutely,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,754,724,0.4223254641909812,1,absolutely,0.10064855861413685,0.10064855861413685,True,False,1,10,6.626717749249025,245.0,0,2.256318971263297,0.8628581279463888
ideas,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,748,704,0.6792378342245982,1,ideas,0.3575609286477538,0.3575609286477538,True,False,1,5,6.618738983517219,246.0,0,2.4570201175508553,0.36586291958096134
through,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,747,728,0.4321618473895589,1,through,0.11048494181271451,0.11048494181271451,True,False,3,7,6.617402977974478,247.0,0,3.301445070747182,-0.30199440986579723
study,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,744,693,0.6056908602150549,1,study,0.28401395463821055,0.28401395463821055,True,False,2,5,6.61338421837956,249.0,0,2.919158424058239,-0.06663190221526134
getting,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,741,712,0.2267801619433198,1,getting,-0.09489674363352457,0.09489674363352457,True,False,2,7,6.60934924316738,250.0,0,2.909431476563026,-0.3113495393768757
chats,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,736,642,0.2211322010869564,1,chats,-0.10054470448988798,0.10054470448988798,True,False,1,5,6.602587892189336,251.0,0,2.752501267582815,-0.031842963033111724
writing,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,733,668,0.6021171896316514,1,writing,0.28044028405480703,0.28044028405480703,True,False,2,7,6.598509028614515,252.0,0,2.6943382023169407,0.09027765575257773
daily,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,730,703,0.5395365753424657,1,daily,0.21785966976562132,0.21785966976562132,True,False,3,5,6.594413459749778,253.0,0,3.3646824573005416,-0.5015806597680762
asking,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,727,688,0.1884057771664373,1,asking,-0.13327112841040706,0.13327112841040706,True,False,3,6,6.590301048196686,254.0,0,3.3058193895954053,-1.0634263199620702
especially,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,725,718,0.4813474482758625,1,especially,0.15967054269901815,0.15967054269901815,True,False,1,10,6.587550014824796,255.0,0,2.154890097769204,0.8396643909226997
follow,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,724,687,0.3471990331491711,1,follow,0.025522127572326747,0.025522127572326747,True,False,1,6,6.586171654854675,256.0,0,2.7808099650866076,0.588857507667333
says,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,720,657,-0.0573884722222222,1,says,-0.37906537779906657,0.37906537779906657,True,False,2,4,6.580639137284949,257.0,0,2.709575996167503,-2.1056973570835016
pay,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,716,655,0.0838212290502793,1,pay,-0.23785567652656506,0.23785567652656506,True,False,2,3,6.57507584059962,258.0,0,3.0749005358291632,-1.405270465530207
such,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,710,675,0.4253422535211272,1,such,0.10366534794428284,0.10366534794428284,True,False,2,4,6.566672429803241,259.5,0,3.2514790677352465,-0.06303552885567634
trying,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,710,681,0.1237098591549293,1,trying,-0.19796704642191507,0.19796704642191507,True,False,2,6,6.566672429803241,259.5,0,2.810285932722146,-0.9534631986938804
instead,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,709,687,0.1485337094499294,1,instead,-0.17314319612691495,0.17314319612691495,True,False,1,7,6.565264970035361,261.5,0,2.3780382354380367,-0.2747273825146698
human,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,709,671,0.5017754583921019,1,human,0.18009855281525755,0.18009855281525755,True,False,2,5,6.565264970035361,261.5,0,3.0350295111296934,-0.018744996366191865
take,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,708,675,0.2684922316384186,1,take,-0.05318467393842574,0.05318467393842574,True,False,2,4,6.5638555265321274,263.5,0,3.293453252184513,-0.31067064118132687
clear,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,708,688,0.5408916666666669,1,clear,0.21921476108982252,0.21921476108982252,True,False,4,5,6.5638555265321274,263.5,0,3.710889275493299,-0.9649526316624515
going,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,704,671,0.2797792613636363,1,going,-0.041897644213208074,0.041897644213208074,True,False,3,5,6.558197802812269,266.0,0,3.5648972672166814,-0.635622961425598
option,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,701,642,0.2404867332382309,1,option,-0.08119017233861348,0.08119017233861348,True,False,1,6,6.553933404025811,268.0,0,2.6493449091472048,0.15501057606561805
learn,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,695,656,0.6046533812949638,1,learn,0.28297647571811946,0.28297647571811946,True,False,1,5,6.54534966033442,270.0,0,2.5178504054699884,0.40272183083715946
personal,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,695,660,0.5223753956834529,1,personal,0.20069849010660856,0.20069849010660856,True,False,2,8,6.54534966033442,270.0,0,2.662289215495053,0.2053727010498288
down,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,692,660,0.3143569364161849,1,down,-0.0073199691606594675,0.0073199691606594675,True,False,4,4,6.541029999189903,272.0,0,4.094407825648796,-0.9861435940870608
said,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,691,623,0.05598002894356,1,said,-0.26569687663328434,0.26569687663328434,True,False,2,4,6.539585955617669,273.0,0,2.892417553430235,-1.478978343963189
add,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,690,626,0.4031401449275363,1,add,0.08146323935069194,0.08146323935069194,True,False,2,3,6.53813982376767,274.0,0,3.37528584789813,-0.12874011582238287
talking,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,688,642,0.4124571220930236,1,talking,0.09078021651617924,0.09078021651617924,True,False,2,7,6.535241271013659,275.0,0,2.9170019817889736,0.17639047261642263
issue,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,685,636,0.1779189781021897,1,issue,-0.14375792747465466,0.14375792747465466,True,False,2,5,6.530877627725885,276.0,0,2.9986231939999333,-0.7299202122650447
feels,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,683,654,0.5203710102489012,1,feels,0.19869410467205684,0.19869410467205684,True,False,2,5,6.52795791762255,277.0,0,2.987904656892006,-0.024373999326725914
world,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,680,642,0.5222138235294118,1,world,0.20053691795256745,0.20053691795256745,True,False,2,5,6.523562306149512,278.0,0,2.9830773159526114,-0.024910852218412837
generate,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,679,600,0.2255721649484537,1,generate,-0.09610474062839067,0.09610474062839067,True,False,1,8,6.522092798170152,279.5,0,2.382148112911861,0.229413120065404
message,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,679,571,0.0628553755522827,1,message,-0.25882153002456165,0.25882153002456165,True,False,2,7,6.522092798170152,279.5,0,2.5620005555694783,-1.2082810678172922
number,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,674,515,0.0698572700296735,1,number,-0.25181963554717085,0.25181963554717085,True,False,2,6,6.51471269087253,281.0,0,2.681908700108992,-1.2465487919971892
doing,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,668,642,0.2946486526946109,1,doing,-0.027028252882233483,0.027028252882233483,True,False,2,5,6.505784060128229,283.0,0,3.197617749116373,-0.08580367356997683
useless,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,649,590,-0.4286255778120186,1,useless,-0.750302483388863,0.750302483388863,True,False,1,7,6.476972362889683,284.5,0,1.2794762667832307,-3.4466242153760764
code,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,649,535,0.2913795069337443,1,code,-0.03029739864310005,0.03029739864310005,True,False,2,4,6.476972362889683,284.5,0,3.2890102495844764,-0.17948439672040292
paid,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,646,589,0.1107869969040248,1,paid,-0.21088990867281956,0.21088990867281956,True,False,2,4,6.472346294500901,286.5,0,2.9573729307958176,-1.1733315902196473
trust,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,645,617,0.5211706976744181,1,trust,0.19949379209757379,0.19949379209757379,True,False,2,5,6.470799503782602,288.0,0,2.957320983913068,-0.02138658533223575
language,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,639,532,0.3077870109546166,1,language,-0.013889894622227783,0.013889894622227783,True,False,1,8,6.461468176353717,289.0,0,2.5012611158350144,0.6854722466955441
limits,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,638,556,0.1891526645768024,1,limits,-0.13252424100004195,0.13252424100004195,True,False,2,6,6.459904454377535,290.0,0,2.8713702669149135,-0.586684695974276
results,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,637,590,0.3588814756671905,1,results,0.03720457009034611,0.03720457009034611,True,False,2,7,6.45833828334479,291.0,0,2.950003794121029,0.2041039064268935
helping,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,632,612,0.6808197784810132,1,helping,0.3591428729041688,0.3591428729041688,True,False,2,7,6.450470422144176,292.5,0,2.5070066662232238,0.06519512822663265
video,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,632,512,0.2982446202531646,1,video,-0.023432285323679747,0.023432285323679747,True,False,1,5,6.450470422144176,292.5,0,2.810750958684489,0.40188783301110526
send,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,628,546,0.1485490445859872,1,send,-0.17312786099085717,0.17312786099085717,True,False,2,4,6.444131256700441,294.0,0,3.0109631935571124,-0.9637474774372102
super,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,625,573,0.7725697600000002,1,super,0.45089285442315585,0.45089285442315585,True,False,3,5,6.439350371100098,296.0,0,2.9629588801401896,-0.593029451624146
saying,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,625,595,0.05566112,1,saying,-0.26601578557684435,0.26601578557684435,True,False,2,6,6.439350371100098,296.0,0,2.6170162463597153,-1.3202877226038938
support,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,625,576,0.3836643200000008,1,support,0.06198741442315642,0.06198741442315642,True,False,2,7,6.439350371100098,296.0,0,2.9060086354994943,0.1945224775900036
problems,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,624,597,0.2793841346153847,1,problems,-0.04229277096145967,0.04229277096145967,True,False,1,8,6.437751649736401,298.0,0,2.4359493013839346,0.5306302281160783
messages,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,623,527,0.1274475120385231,1,messages,-0.19422939353832128,0.19422939353832128,True,False,2,8,6.436150368369428,299.0,0,2.5234120634617834,-0.7703606260486978
students,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,620,566,0.645258709677419,1,students,0.3235818041005747,0.3235818041005747,True,False,1,8,6.431331081933479,300.5,0,2.0680988429937397,0.6237821230496644
change,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,620,565,0.2635246774193548,1,change,-0.05815222815748955,0.05815222815748955,True,False,2,6,6.431331081933479,300.5,0,2.990565519015987,-0.17545789761416966
own,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,618,577,0.3007797734627834,1,own,-0.020897132114060968,0.020897132114060968,True,False,2,3,6.428105272684596,302.0,0,3.3894509318883603,-0.2018934121016482
done,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,615,596,0.3906086178861788,1,done,0.06893171230933443,0.06893171230933443,True,False,2,4,6.423246963533519,303.0,0,3.2200127904536973,-0.039165943611622324
full,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,608,589,0.3176243421052632,1,full,-0.004052563471581172,0.004052563471581172,True,False,4,4,6.411818267709897,304.0,0,4.031525117605531,-0.9604106252963387
him,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,607,491,0.3711665568369027,1,him,0.04948965126005833,0.04948965126005833,False,True,1,3,6.410174881966167,305.0,0,2.9856981056170198,0.35745594874663084
