word,noun,verb,adjective,adverb,auxiliary,compositions,conjunctions,determiners,existential_determiners,modifiers,negative_quantifiers,prepositions,universal_determiners,possessive_determiners,pronouns,frequency,review_count,avg_sentiment,length,confident,resolved_word,relative_frequency,log_relative_frequency,participation_score,open_class,closed_class,class_type,actual,predicted,actual_label,predicted_label
bada,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,0.1531416666666666,4,0,ada,8.810585624942181e-06,-2.0406733074397825,0.0,False,False,unknown,unknown,closed,unknown,closed
saare,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0.39296,5,0,aare,3.671077343725909e-06,-2.1941624598125973,0.0,False,False,unknown,unknown,open,unknown,open
outreach,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.9325,8,1,outreach,7.342154687451817e-07,-2.4763327423549923,0.0666666666666666,True,False,open,open,unknown,open,unknown
glare,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-0.0985,5,1,glare,7.342154687451817e-07,-2.4763327423549923,0.2,True,False,open,open,unknown,open,unknown
boast,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.9798,5,1,boast,7.342154687451817e-07,-2.4763327423549923,0.1333333333333333,True,False,open,open,unknown,open,unknown
alongwith,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,9,1,alongwith,1.4684309374903631e-06,-2.354808616279037,0.0,False,False,unknown,unknown,open,unknown,open
allot,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0.6096142857142858,5,0,a lot,5.139508281216272e-06,-2.13517138886691,0.0,False,False,unknown,unknown,open,unknown,open
embarking,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.926,9,1,embarking,7.342154687451817e-07,-2.4763327423549923,0.0666666666666666,True,False,open,open,unknown,open,unknown
ghutra,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.9062,6,1,ghutra,7.342154687451817e-07,-2.4763327423549923,0.0666666666666666,True,False,open,open,unknown,open,unknown
amnesia,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-0.891,7,1,amnesia,7.342154687451817e-07,-2.4763327423549923,0.0666666666666666,True,False,open,open,unknown,open,unknown
covid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0.0850333333333333,5,0,ovid,2.2026464062355453e-06,-2.283721559591693,0.0,False,False,unknown,unknown,open,unknown,open
overarching,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.8115,11,1,overarching,7.342154687451817e-07,-2.4763327423549923,0.0666666666666666,True,False,open,open,unknown,open,unknown
list,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,110,101,0.2501472727272726,4,1,list,8.076370156196999e-05,-1.6522339295622168,0.1333333333333333,True,False,open,open,both,open,both
pickup,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,-0.30855,6,1,pickup,1.4684309374903631e-06,-2.354808616279037,0.0666666666666666,True,False,open,open,unknown,open,unknown
sakti,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,0.3546666666666667,5,0,saki,6.607939218706635e-06,-2.0911103768283934,0.0,False,False,unknown,unknown,open,unknown,open
spiel,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-0.2037,5,1,spiel,7.342154687451817e-07,-2.4763327423549923,0.1333333333333333,True,False,open,open,unknown,open,unknown
gat,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.2192,3,1,gat,1.4684309374903631e-06,-2.354808616279037,0.0666666666666666,True,False,open,open,closed,open,closed
chlm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0.9843,4,1,chlm,1.4684309374903631e-06,-2.354808616279037,0.0,False,False,unknown,unknown,closed,unknown,closed
excruciating,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-0.8622,12,1,excruciating,7.342154687451817e-07,-2.4763327423549923,0.0666666666666666,True,False,open,open,unknown,open,unknown
tenure,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,-0.0085999999999999,6,1,tenure,1.4684309374903631e-06,-2.354808616279037,0.1333333333333333,True,False,open,open,unknown,open,unknown
speak,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,265,248,0.2841422641509431,5,1,speak,0.0001945670992174,-1.4980819323392154,0.1333333333333333,True,False,open,open,both,open,both
condemn,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.3384,7,1,condemn,7.342154687451817e-07,-2.4763327423549923,0.0666666666666666,True,False,open,open,unknown,open,unknown
sidha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,-0.28396,5,0,sida,3.671077343725909e-06,-2.1941624598125973,0.0,False,False,unknown,unknown,open,unknown,open
paid,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,646,589,0.1107869969040248,4,1,paid,0.0004743031928093,-1.3418575879229095,0.1333333333333333,True,False,open,open,both,open,both
they've,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,24,-0.0273624999999999,7,1,they've,1.7621171249884363e-05,-1.9191491813638268,0.0,False,False,unknown,unknown,open,unknown,open
aper,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.9297,4,1,aper,7.342154687451817e-07,-2.4763327423549923,0.0666666666666666,True,False,open,open,unknown,open,unknown
sitar,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,5,1,sitar,7.342154687451817e-07,-2.4763327423549923,0.0666666666666666,True,False,open,open,unknown,open,unknown
automations,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,-0.1481,11,1,automations,1.4684309374903631e-06,-2.354808616279037,0.0,False,False,unknown,unknown,open,unknown,open
mane,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0.137625,4,1,mane,5.873723749961453e-06,-2.111760364127126,0.0666666666666666,True,False,open,open,closed,open,closed
ejaculated,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,10,1,ejaculated,7.342154687451817e-07,-2.4763327423549923,0.0666666666666666,True,False,open,open,unknown,open,unknown
instructive,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.8307,11,1,instructive,7.342154687451817e-07,-2.4763327423549923,0.1333333333333333,True,False,open,open,unknown,open,unknown
severity,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.9589,8,1,severity,7.342154687451817e-07,-2.4763327423549923,0.0666666666666666,True,False,open,open,unknown,open,unknown
spellings,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,-0.0516166666666666,9,1,spellings,4.405292812471091e-06,-2.162197433515738,0.0,False,False,unknown,unknown,open,unknown,open
cancelations,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-0.9388,12,1,cancelations,7.342154687451817e-07,-2.4763327423549923,0.0666666666666666,True,False,open,open,unknown,open,unknown
garbled,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0258,7,1,garbled,7.342154687451817e-07,-2.4763327423549923,0.0666666666666666,True,False,open,open,unknown,open,unknown
unloading,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.2732,9,1,unloading,7.342154687451817e-07,-2.4763327423549923,0.2,True,False,open,open,unknown,open,unknown
audacious,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.5574,9,1,audacious,7.342154687451817e-07,-2.4763327423549923,0.0666666666666666,True,False,open,open,unknown,open,unknown
kufi,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6597,4,1,kufi,7.342154687451817e-07,-2.4763327423549923,0.0666666666666666,True,False,open,open,unknown,open,unknown
strives,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.4588,7,1,strives,7.342154687451817e-07,-2.4763327423549923,0.1333333333333333,True,False,open,open,unknown,open,unknown
cal,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,-0.332575,3,1,cal,2.9368618749807267e-06,-2.233284490203081,0.0666666666666666,True,False,open,open,closed,open,closed
shoshone,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6213,8,1,shoshone,7.342154687451817e-07,-2.4763327423549923,0.0666666666666666,True,False,open,open,unknown,open,unknown
dubbing,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.857,7,1,dubbing,7.342154687451817e-07,-2.4763327423549923,0.1333333333333333,True,False,open,open,unknown,open,unknown
mene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,20,0.0192238095238095,4,0,men,1.5418524843648817e-05,-1.942560206103611,0.0,False,False,unknown,unknown,closed,unknown,closed
interventions,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-0.3182,13,1,interventions,7.342154687451817e-07,-2.4763327423549923,0.0666666666666666,True,False,open,open,unknown,open,unknown
itis,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,-0.0667,4,1,itis,1.4684309374903631e-06,-2.354808616279037,0.0666666666666666,True,False,open,open,closed,open,closed
promt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,19,0.136955,5,0,prom,1.4684309374903634e-05,-1.9511142076606869,0.0,False,False,unknown,unknown,open,unknown,open
donate,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-0.7648,6,1,donate,7.342154687451817e-07,-2.4763327423549923,0.0666666666666666,True,False,open,open,unknown,open,unknown
copy,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,209,177,0.1630913875598087,4,1,copy,0.0001534510329677,-1.5397026594753287,0.1333333333333333,True,False,open,open,both,open,both
wire,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.3612,4,1,wire,7.342154687451817e-07,-2.4763327423549923,0.1333333333333333,True,False,open,open,unknown,open,unknown
b'cause,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0.6705,7,1,b'cause,7.342154687451817e-07,-2.4763327423549923,0.0666666666666666,False,True,closed,closed,unknown,closed,unknown
zeitgeist,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.8402,9,1,zeitgeist,7.342154687451817e-07,-2.4763327423549923,0.0666666666666666,True,False,open,open,unknown,open,unknown
homegirl,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.8748,8,1,homegirl,7.342154687451817e-07,-2.4763327423549923,0.0666666666666666,True,False,open,open,unknown,open,unknown
outgoing,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.7964,8,1,outgoing,7.342154687451817e-07,-2.4763327423549923,0.1333333333333333,True,False,open,open,unknown,open,unknown
such,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,710,675,0.4253422535211272,4,1,such,0.000521292982809,-1.3252956894507113,0.1333333333333333,True,False,open,open,both,open,both
horrifically,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,-0.6003,12,1,horrifically,7.342154687451817e-07,-2.4763327423549923,0.0666666666666666,True,False,open,open,unknown,open,unknown
cartoonic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.7337499999999999,9,1,cartoonic,1.4684309374903631e-06,-2.354808616279037,0.0,False,False,unknown,unknown,open,unknown,open
mediums,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.3008,7,1,mediums,7.342154687451817e-07,-2.4763327423549923,0.0666666666666666,True,False,open,open,unknown,open,unknown
solely,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9,9,0.2505777777777778,6,1,solely,6.607939218706635e-06,-2.0911103768283934,0.0666666666666666,True,False,open,open,closed,open,closed
slopware,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.03615,8,1,slopware,1.4684309374903631e-06,-2.354808616279037,0.0,False,False,unknown,unknown,open,unknown,open
stem,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0.633425,4,1,stem,2.9368618749807267e-06,-2.233284490203081,0.1333333333333333,True,False,open,open,closed,open,closed
procure,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.8553,7,1,procure,7.342154687451817e-07,-2.4763327423549923,0.0666666666666666,True,False,open,open,unknown,open,unknown
arrangements,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,12,1,arrangements,7.342154687451817e-07,-2.4763327423549923,0.0666666666666666,True,False,open,open,unknown,open,unknown
wese,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0.23468,4,0,wee,3.671077343725909e-06,-2.1941624598125973,0.0,False,False,unknown,unknown,closed,unknown,closed
chijon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0.0953333333333333,6,0,chiron,4.405292812471091e-06,-2.162197433515738,0.0,False,False,unknown,unknown,open,unknown,open
powerful,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,260,253,0.7533150000000003,8,1,powerful,0.0001908960218737,-1.5014215048168356,0.1333333333333333,True,False,open,open,both,open,both
meatier,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,7,1,meatier,7.342154687451817e-07,-2.4763327423549923,0.0666666666666666,True,False,open,open,unknown,open,unknown
helen,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.9359,5,1,helen,7.342154687451817e-07,-2.4763327423549923,0.0666666666666666,True,False,open,open,unknown,open,unknown
stranded,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-0.7701,8,1,stranded,7.342154687451817e-07,-2.4763327423549923,0.1333333333333333,True,False,open,open,unknown,open,unknown
excelent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0.5747875,8,0,excedent,5.873723749961453e-06,-2.111760364127126,0.0,False,False,unknown,unknown,open,unknown,open
inactivity,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.8472,10,1,inactivity,7.342154687451817e-07,-2.4763327423549923,0.0666666666666666,True,False,open,open,unknown,open,unknown
depended,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-0.117,8,1,depended,7.342154687451817e-07,-2.4763327423549923,0.0666666666666666,True,False,open,open,unknown,open,unknown
sirf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,23,0.0790407407407407,4,0,sir,1.9823817656119905e-05,-1.8984991940650944,0.0,False,False,unknown,unknown,closed,unknown,closed
sonata,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6249,6,1,sonata,7.342154687451817e-07,-2.4763327423549923,0.0666666666666666,True,False,open,open,unknown,open,unknown
cabinet,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-0.8504,7,1,cabinet,7.342154687451817e-07,-2.4763327423549923,0.1333333333333333,True,False,open,open,unknown,open,unknown
gre,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.9796,3,1,gre,7.342154687451817e-07,-2.4763327423549923,0.0666666666666666,True,False,open,open,unknown,open,unknown
bist,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.54725,4,1,bist,1.4684309374903631e-06,-2.354808616279037,0.0,False,False,unknown,unknown,closed,unknown,closed
teir,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.78285,4,1,teir,1.4684309374903631e-06,-2.354808616279037,0.0,False,False,unknown,unknown,closed,unknown,closed
literally,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,463,438,0.2828531317494602,9,1,literally,0.000339941762029,-1.4002526005616838,0.0666666666666666,True,False,open,open,both,open,both
halal,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.4019,5,1,halal,7.342154687451817e-07,-2.4763327423549923,0.1333333333333333,True,False,open,open,unknown,open,unknown
tenfold,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0.9468,7,1,tenfold,7.342154687451817e-07,-2.4763327423549923,0.1333333333333333,True,False,open,open,unknown,open,unknown
sits,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,0.30954,4,1,sits,1.1013232031177723e-05,-2.0015512770492982,0.1333333333333333,True,False,open,open,closed,open,closed
karein,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0.18988,6,0,karen,3.671077343725909e-06,-2.1941624598125973,0.0,False,False,unknown,unknown,open,unknown,open
neighbour,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.4019,9,1,neighbour,7.342154687451817e-07,-2.4763327423549923,0.1333333333333333,True,False,open,open,unknown,open,unknown
collapsing,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-0.4588,10,1,collapsing,7.342154687451817e-07,-2.4763327423549923,0.0666666666666666,True,False,open,open,unknown,open,unknown
implications,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0.1093666666666666,12,1,implications,4.405292812471091e-06,-2.162197433515738,0.0,False,False,unknown,unknown,open,unknown,open
miscalculation,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-0.2595,14,1,miscalculation,7.342154687451817e-07,-2.4763327423549923,0.0666666666666666,True,False,open,open,unknown,open,unknown
creams,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-0.4153,6,1,creams,7.342154687451817e-07,-2.4763327423549923,0.1333333333333333,True,False,open,open,unknown,open,unknown
midget,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-0.5323,6,1,midget,7.342154687451817e-07,-2.4763327423549923,0.1333333333333333,True,False,open,open,unknown,open,unknown
rare,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,43,43,0.655039534883721,4,1,rare,3.157126515604281e-05,-1.8169106601830611,0.0666666666666666,True,False,open,open,closed,open,closed
yo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,32,0.3037735294117646,2,0,yo,2.4963325937336177e-05,-1.8580832666281475,0.0,False,False,unknown,unknown,closed,unknown,closed
convicted,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.8126,9,1,convicted,7.342154687451817e-07,-2.4763327423549923,0.1333333333333333,True,False,open,open,unknown,open,unknown
overwriting,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.25,11,1,overwriting,7.342154687451817e-07,-2.4763327423549923,0.0666666666666666,True,False,open,open,unknown,open,unknown
modicum,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.8622,7,1,modicum,7.342154687451817e-07,-2.4763327423549923,0.0666666666666666,True,False,open,open,unknown,open,unknown
punish,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-0.6973,6,1,punish,7.342154687451817e-07,-2.4763327423549923,0.0666666666666666,True,False,open,open,unknown,open,unknown
fice,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,4,1,fice,7.342154687451817e-07,-2.4763327423549923,0.0666666666666666,True,False,open,open,unknown,open,unknown
casserole,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.7613,9,1,casserole,7.342154687451817e-07,-2.4763327423549923,0.0666666666666666,True,False,open,open,unknown,open,unknown
wannabe,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.4927,7,1,wannabe,7.342154687451817e-07,-2.4763327423549923,0.0666666666666666,True,False,open,open,unknown,open,unknown
pupils,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.8016,6,1,pupils,7.342154687451817e-07,-2.4763327423549923,0.0666666666666666,True,False,open,open,unknown,open,unknown
glancing,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-0.1779,8,1,glancing,7.342154687451817e-07,-2.4763327423549923,0.0666666666666666,True,False,open,open,unknown,open,unknown
chitty,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.9117,6,1,chitty,7.342154687451817e-07,-2.4763327423549923,0.0666666666666666,True,False,open,open,unknown,open,unknown
excellency,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.3182,10,1,excellency,7.342154687451817e-07,-2.4763327423549923,0.0666666666666666,True,False,open,open,unknown,open,unknown
rut,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.72015,3,1,rut,1.4684309374903631e-06,-2.354808616279037,0.1333333333333333,True,False,open,open,closed,open,closed
dice,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0.0469666666666667,4,1,dice,2.2026464062355453e-06,-2.283721559591693,0.1333333333333333,True,False,open,open,closed,open,closed
authorship,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-0.9062,10,1,authorship,7.342154687451817e-07,-2.4763327423549923,0.0666666666666666,True,False,open,open,unknown,open,unknown
prev,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.7572,4,1,prev,1.4684309374903631e-06,-2.354808616279037,0.0,False,False,unknown,unknown,closed,unknown,closed
murderer,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-0.872,8,1,murderer,7.342154687451817e-07,-2.4763327423549923,0.0666666666666666,True,False,open,open,unknown,open,unknown
hey,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162,148,0.2881580246913581,3,1,hey,0.0001189429059367,-1.5843638852258397,0.0666666666666666,True,False,open,open,both,open,both
dismantled,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-0.117,10,1,dismantled,7.342154687451817e-07,-2.4763327423549923,0.0666666666666666,True,False,open,open,unknown,open,unknown
fairytale,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-0.4228,9,1,fairytale,7.342154687451817e-07,-2.4763327423549923,0.0666666666666666,True,False,open,open,unknown,open,unknown
etc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,533,497,0.4924574108818011,3,1,etc,0.0003913368448411,-1.3755682142434456,0.0,False,False,unknown,unknown,both,unknown,both
pits,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.7964,4,1,pits,7.342154687451817e-07,-2.4763327423549923,0.1333333333333333,True,False,open,open,unknown,open,unknown
context,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,370,350,0.2664378378378378,7,1,context,0.0002716597234357,-1.4395640661451392,0.0666666666666666,True,False,open,open,closed,open,closed
pilgrims,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.9413,8,1,pilgrims,7.342154687451817e-07,-2.4763327423549923,0.0666666666666666,True,False,open,open,unknown,open,unknown
crocodile,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.9437,9,1,crocodile,7.342154687451817e-07,-2.4763327423549923,0.0666666666666666,True,False,open,open,unknown,open,unknown
innately,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0.9396,8,1,innately,7.342154687451817e-07,-2.4763327423549923,0.0666666666666666,True,False,open,open,unknown,open,unknown
toying,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.5106,6,1,toying,7.342154687451817e-07,-2.4763327423549923,0.0666666666666666,True,False,open,open,unknown,open,unknown
who's,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,25,0.5618000000000001,5,0,whos,1.835538671862954e-05,-1.9119921772702029,0.0,False,False,unknown,unknown,open,unknown,open
testimonials,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.5574,12,1,testimonials,7.342154687451817e-07,-2.4763327423549923,0.0666666666666666,True,False,open,open,unknown,open,unknown
bolate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0.2542666666666666,6,0,blate,4.405292812471091e-06,-2.162197433515738,0.0,False,False,unknown,unknown,open,unknown,open
lol,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202,190,0.5925920792079205,3,1,lol,0.0001483115246865,-1.5456752846087336,0.0,False,False,unknown,unknown,both,unknown,both
payega,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,-0.3067666666666667,6,0,payena,2.2026464062355453e-06,-2.283721559591693,0.0,False,False,unknown,unknown,open,unknown,open
doi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.04135,3,1,doi,1.4684309374903631e-06,-2.354808616279037,0.0,False,False,unknown,unknown,closed,unknown,closed
false,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,136,132,-0.1250117647058823,5,1,false,9.985330374934472e-05,-1.6150350144762369,0.1333333333333333,True,False,open,open,both,open,both
waver,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6705,5,1,waver,7.342154687451817e-07,-2.4763327423549923,0.1333333333333333,True,False,open,open,unknown,open,unknown
maintance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0.6453500000000001,9,0,laitance,2.9368618749807267e-06,-2.233284490203081,0.0,False,False,unknown,unknown,open,unknown,open
ssn,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0202,3,1,ssn,7.342154687451817e-07,-2.4763327423549923,0.0666666666666666,True,False,open,open,unknown,open,unknown
tunnel,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0258,6,1,tunnel,7.342154687451817e-07,-2.4763327423549923,0.1333333333333333,True,False,open,open,unknown,open,unknown
bioluminescence,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.9758,15,1,bioluminescence,7.342154687451817e-07,-2.4763327423549923,0.0666666666666666,True,False,open,open,unknown,open,unknown
climax,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-0.9855,6,1,climax,7.342154687451817e-07,-2.4763327423549923,0.0666666666666666,True,False,open,open,unknown,open,unknown
rhi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,0.1335875,3,1,rhi,5.873723749961453e-06,-2.111760364127126,0.0,False,False,unknown,unknown,closed,unknown,closed
two,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,366,348,0.2025128415300546,3,1,two,0.0002687228615607,-1.441469761582369,0.1333333333333333,True,False,open,open,both,open,both
inquire,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0.75075,7,0,inquiry,2.9368618749807267e-06,-2.233284490203081,0.0,False,False,unknown,unknown,open,unknown,open
confiding,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-0.2886,9,1,confiding,7.342154687451817e-07,-2.4763327423549923,0.1333333333333333,True,False,open,open,unknown,open,unknown
meetings,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0.66318,8,1,meetings,3.671077343725909e-06,-2.1941624598125973,0.0,False,False,unknown,unknown,open,unknown,open
inspite,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,-0.62245,7,1,inspite,1.4684309374903631e-06,-2.354808616279037,0.0,False,False,unknown,unknown,open,unknown,open
